seller_id,mql_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,business_type,declared_product_catalog_size,declared_monthly_revenue,first_contact_date,landing_page_id,origin,product_category_name,customer_city,seller_city,order_id,product_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_state,order_item_id,shipping_limit_date,price,freight_value,seller_zip_code_prefix,seller_state,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_sequential,payment_type,payment_installments,payment_value,selllat,selllng,custlat,custlng,product_category_name_english
01266d4c46afa519678d16a8b683d325,ae437864746ae2a9e694a6ed2b5824db,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-05-18T20:02:04Z,construction_tools_house_garden,online_small,cat,NA,NA,NA,reseller,NA,0,2018-05-07,b76ef37428e6799c421989521c0e5077,unknown,construcao_ferramentas_ferramentas,campo mourao,curitiba,6826d5740591909e368433e2a5ec75fb,3fc23ad64a8ee1f1451c8c44932c5d22,7a8425b03cffa0ddba84d4277b7a4e7e,delivered,2018-08-02T16:07:38Z,2018-08-02T16:43:51Z,2018-08-03T15:42:00Z,2018-08-07T21:51:50Z,2018-08-16T00:00:00Z,1896efb077779c378d7cc57a290a303d,87302,PR,1,2018-08-08T16:31:10Z,9.88,13.47,80250,PR,40,338,1,450,20,2,11,1,credit_card,2,23.35,-25.35065142936694,-49.191850911881794,-23.99454166282022,-52.3473421352286,costruction_tools_tools
01266d4c46afa519678d16a8b683d325,ae437864746ae2a9e694a6ed2b5824db,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-05-18T20:02:04Z,construction_tools_house_garden,online_small,cat,NA,NA,NA,reseller,NA,0,2018-05-07,b76ef37428e6799c421989521c0e5077,unknown,construcao_ferramentas_ferramentas,santa branca,curitiba,ed76528f7ed5ae1f2a0dd070a7426d44,2ad27953852ba0daa0de1213686b7cec,0b0ffa4362977083ee9bf3b3fd8fbaa1,delivered,2018-08-19T22:53:16Z,2018-08-21T04:55:37Z,2018-08-21T07:53:00Z,2018-08-28T16:41:42Z,2018-09-05T00:00:00Z,44016db6072d394d603eb8e7741554a2,12380,SP,1,2018-08-23T04:55:37Z,56.97,18.5,80250,PR,42,208,1,400,17,2,11,1,boleto,1,75.47,-25.35065142936694,-49.191850911881794,-23.372134576492105,-45.87333199999995,costruction_tools_tools
01266d4c46afa519678d16a8b683d325,ae437864746ae2a9e694a6ed2b5824db,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-05-18T20:02:04Z,construction_tools_house_garden,online_small,cat,NA,NA,NA,reseller,NA,0,2018-05-07,b76ef37428e6799c421989521c0e5077,unknown,construcao_ferramentas_ferramentas,sao paulo,curitiba,d3582fd5ccccd9cb229a63dfb417c86f,df473738565b52f77b4e22b328b41576,a682769c4bc10fc6ef2101337a6c83c9,delivered,2018-08-20T19:14:26Z,2018-08-20T19:30:05Z,2018-08-21T15:11:00Z,2018-08-24T14:08:43Z,2018-09-04T00:00:00Z,8d50f5eadf50201ccdcedfb9e2ac8455,04045,SP,1,2018-08-22T19:30:05Z,23.4,15.26,80250,PR,42,369,1,400,16,2,11,1,credit_card,1,38.66,-25.35065142936694,-49.191850911881794,-23.383208369273664,-46.366472184978974,costruction_tools_tools
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,brasilia,botucatu,8d97dfb850543060acf6f461bf37533b,94938d42be4ea1064db3325c385ee6d6,3bed1a75ce48dad3e90b5c47c36b5204,delivered,2018-07-26T15:22:27Z,2018-07-26T15:35:18Z,2018-07-27T10:43:00Z,2018-08-02T20:12:20Z,2018-08-13T00:00:00Z,8569c68a7518b17cf9c309f4c2c0115c,70363,DF,1,2018-08-01T15:35:18Z,139,20.16,18611,SP,45,374,2,827,52,19,21,1,credit_card,2,159.16,-22.781099797391647,-48.39997769816495,-11.000345376867365,-47.629992687473944,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,beleza_saude,sao paulo,botucatu,0d5cbb8e4c1c7a7fc26899126197a6b9,a8b3b0af05abaf1bc4d318debe51f3e1,6ca4c791dfb84fbc05cbe68d7d7a95be,delivered,2018-06-27T11:57:05Z,2018-06-27T12:08:25Z,2018-06-28T14:08:00Z,2018-07-05T15:18:47Z,2018-07-18T00:00:00Z,f99f864daa60fae827c1a42691f11d81,03211,SP,1,2018-07-03T12:08:25Z,140,15.29,18611,SP,60,516,1,1125,29,25,16,1,credit_card,2,155.29,-22.781099797391647,-48.39997769816495,-23.383208369273664,-46.366472184978974,health_beauty
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,campinas,botucatu,b54d41998c16a54f3d93eda0940d1cb8,97bb088389e83ef547d4f736067ada7c,0547440e828d7b3fc00dc7cd355b9fba,delivered,2018-08-22T23:52:12Z,2018-08-23T00:05:16Z,2018-08-23T14:10:00Z,2018-08-29T16:48:50Z,2018-09-05T00:00:00Z,d5d6f472839ac7cb7e30ea595fcb6bfe,13077,SP,1,2018-08-27T00:05:16Z,89,14.2,18611,SP,38,319,1,850,35,15,30,1,credit_card,3,103.2,-22.781099797391647,-48.39997769816495,-22.739353948828995,-45.41309694825453,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,sao paulo,botucatu,8efcf7a83f834c59c8d6d7d570d41485,a8bb7885faf316d9a5062d42d2b2fba4,666cb467ea14b1f98b33bdcf2e71d124,delivered,2018-05-16T16:18:16Z,2018-05-16T17:08:58Z,2018-05-17T14:11:00Z,2018-05-22T11:41:51Z,2018-05-30T00:00:00Z,9e015efc544eff0109aea1077d8609fe,04038,SP,1,2018-05-22T16:31:16Z,99,14.05,18611,SP,50,844,1,875,40,26,20,1,credit_card,3,113.05,-22.781099797391647,-48.39997769816495,-23.383208369273664,-46.366472184978974,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,sao paulo,botucatu,35df0cf1d7650c5c0ad88837c4dfde89,1c8c191152d78378de9b31fa8231bcd6,56d4e564c90c03ec7bdc5958321f3874,delivered,2018-07-04T11:02:43Z,2018-07-05T16:13:16Z,2018-07-05T14:05:00Z,2018-07-10T15:28:43Z,2018-07-24T00:00:00Z,62531ad6dda5572eb4d184fc19325d4d,02021,SP,1,2018-07-11T04:31:51Z,109,14.34,18611,SP,46,844,1,975,43,23,23,1,boleto,1,123.34,-22.781099797391647,-48.39997769816495,-23.383208369273664,-46.366472184978974,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,vila velha,botucatu,8cb9dee4f1dcfd13f7dbe690e29570cc,94938d42be4ea1064db3325c385ee6d6,b2d9f8e504f557a08b70facea3e5e167,delivered,2018-07-19T18:05:03Z,2018-07-21T03:10:22Z,2018-07-23T11:26:00Z,2018-07-31T01:18:29Z,2018-08-07T00:00:00Z,126e175452900c7f9955d5a70bf5008c,29102,ES,1,2018-07-26T03:10:22Z,139,20.16,18611,SP,45,374,2,827,52,19,21,1,boleto,1,159.16,-22.781099797391647,-48.39997769816495,-20.32691941707496,-40.271962121009686,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,cajamar,botucatu,1004990414423766bb44a7f633bc0d31,a8bb7885faf316d9a5062d42d2b2fba4,396b5a4c38066395a3f1fbb86f2cac80,delivered,2018-05-18T11:55:08Z,2018-05-18T12:48:02Z,2018-05-21T14:10:00Z,2018-05-24T23:58:40Z,2018-06-04T00:00:00Z,5966cd8836e4b8d04f4f943ad861f90d,07791,SP,1,2018-05-24T12:48:02Z,99,14.05,18611,SP,50,844,1,875,40,26,20,1,credit_card,10,113.05,-22.781099797391647,-48.39997769816495,-23.282071974907783,-46.82095139406629,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,beleza_saude,jandira,botucatu,445cd7658594f062d61dc8a61d87e602,a8b3b0af05abaf1bc4d318debe51f3e1,053c7943cf3218c20664c01973f729de,delivered,2018-05-09T09:10:34Z,2018-05-09T09:35:17Z,2018-05-09T11:05:00Z,2018-05-14T22:32:16Z,2018-05-23T00:00:00Z,040405db5973c3f48155ed4280b29b86,06612,SP,1,2018-05-15T09:31:15Z,140,14.34,18611,SP,60,516,1,1125,29,25,16,1,credit_card,1,100,-22.781099797391647,-48.39997769816495,-23.5162398000393,-46.867086541860346,health_beauty
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,rio de janeiro,botucatu,96404c3575d9bea57012b0210139a1d6,a8bb7885faf316d9a5062d42d2b2fba4,03318882e195c7e5aace9314477cf957,delivered,2018-04-25T15:13:02Z,2018-04-25T15:30:17Z,2018-04-27T11:01:00Z,2018-05-04T16:12:36Z,2018-05-25T00:00:00Z,fcb20d027028feb73a9e0ccd0ff5c357,22240,RJ,1,2018-05-02T15:30:17Z,129,19.87,18611,SP,50,844,1,875,40,26,20,1,credit_card,2,148.87,-22.781099797391647,-48.39997769816495,-22.75086413488948,-42.98639206073936,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,belo horizonte,botucatu,6439653c88076433f580f0ea995949ba,a8bb7885faf316d9a5062d42d2b2fba4,9d535cfb9c9d4e2d7d8670551ff202db,delivered,2018-07-05T07:31:20Z,2018-07-06T02:51:02Z,2018-07-06T09:45:00Z,2018-07-12T20:47:27Z,2018-07-26T00:00:00Z,e396d2695c6f8fd6f121fd4653d7f99b,30120,MG,1,2018-07-12T02:51:02Z,109,19.95,18611,SP,50,844,1,875,40,26,20,1,boleto,1,128.95,-22.781099797391647,-48.39997769816495,-18.991910364209996,-43.864891081885794,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,lucelia,botucatu,402c61cbd327813b4797dfcfaa08889f,0f92f397b79607d4226672220bd7a291,a93166fe7f216671c235ade81f9eeb1c,delivered,2018-07-25T12:01:29Z,2018-07-25T12:10:22Z,2018-07-25T14:12:00Z,2018-07-31T18:21:43Z,2018-08-08T00:00:00Z,486129c00e9e2aa0ffac5affa80696e8,17780,SP,1,2018-07-31T12:10:22Z,179,14.83,18611,SP,58,482,1,975,35,19,16,1,debit_card,1,193.83,-22.781099797391647,-48.39997769816495,-21.637253999999945,-51.00385173180338,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,bento goncalves,botucatu,aa6e3cc7cf13ef1dc599d1243daee6f6,66740f6bc8c6a2393283871b22d5d32f,af18612bfb6a3f68257c693f72848f28,delivered,2018-08-18T23:54:05Z,2018-08-21T04:15:19Z,2018-08-21T14:21:00Z,2018-08-27T18:40:41Z,2018-09-20T00:00:00Z,9acdbfe69422cba27ed820c7bf532b94,95705,RS,1,2018-08-23T04:15:19Z,129,23.7,18611,SP,59,1543,1,1150,40,20,20,1,boleto,1,152.7,-22.781099797391647,-48.39997769816495,-29.12272547332157,-51.47241299999999,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,miguelopolis,botucatu,d61e579dc82353a7160f9fc870376460,05890763390aff71105dd223c0b9b225,243ec46b2d1ede1c56821491f256d7c7,delivered,2018-08-12T20:30:51Z,2018-08-12T20:44:20Z,2018-08-13T14:16:00Z,2018-08-16T14:02:58Z,2018-08-24T00:00:00Z,ebec19ef82a1e635967cd50a037d41d7,14530,SP,1,2018-08-14T20:44:20Z,219,15.11,18611,SP,48,1102,1,1250,41,6,33,1,credit_card,2,234.11,-22.781099797391647,-48.39997769816495,-20.17110400321142,-48.01535387871573,sports_leisure
02f623a8eb246f3c5f7c2f96462654e6,ffdd99e05df27c02a2fb1669d49e0c76,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,2018-04-18T20:16:19Z,sports_leisure,online_medium,eagle,NA,NA,NA,reseller,NA,0,2018-04-16,22c29808c4f815213303f8933030604c,organic_search,esporte_lazer,santo antonio de padua,botucatu,2421e957dc390d2f987c986a1683a757,898db7c790b120db2acef8288e96d4fd,36892517070349e99d010b1acd25cf4e,delivered,2018-08-09T11:51:05Z,2018-08-09T14:26:22Z,2018-08-10T14:26:00Z,2018-08-17T15:29:25Z,2018-08-28T00:00:00Z,d9182344e9315a87d1ba3b291029c8ab,28470,RJ,1,2018-08-13T14:26:22Z,109,19.95,18611,SP,34,604,1,975,29,23,16,1,debit_card,1,128.95,-22.781099797391647,-48.39997769816495,-21.46488999999997,-42.03388011069758,sports_leisure
