seller_id,mql_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,business_type,declared_monthly_revenue,first_contact_date,landing_page_id,origin,seller_zip_code_prefix,seller_city,seller_state,order_id,order_item_id,product_id,shipping_limit_date,price,freight_value,review_score,review_comments
01266d4c46afa519678d16a8b683d325,ae437864746ae2a9e694a6ed2b5824db,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-05-18T20:02:04Z,construction_tools_house_garden,online_small,cat,reseller,0,2018-05-07,b76ef37428e6799c421989521c0e5077,unknown,80250,curitiba,PR,6826d5740591909e368433e2a5ec75fb,1,3fc23ad64a8ee1f1451c8c44932c5d22,2018-08-08T16:31:10Z,9.88,13.47,5,"Optimal, reached before the deadline, and as requested"
01266d4c46afa519678d16a8b683d325,ae437864746ae2a9e694a6ed2b5824db,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-05-18T20:02:04Z,construction_tools_house_garden,online_small,cat,reseller,0,2018-05-07,b76ef37428e6799c421989521c0e5077,unknown,80250,curitiba,PR,d3582fd5ccccd9cb229a63dfb417c86f,1,df473738565b52f77b4e22b328b41576,2018-08-22T19:30:05Z,23.4,15.26,5,NA
01266d4c46afa519678d16a8b683d325,ae437864746ae2a9e694a6ed2b5824db,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-05-18T20:02:04Z,construction_tools_house_garden,online_small,cat,reseller,0,2018-05-07,b76ef37428e6799c421989521c0e5077,unknown,80250,curitiba,PR,ed76528f7ed5ae1f2a0dd070a7426d44,1,2ad27953852ba0daa0de1213686b7cec,2018-08-23T04:55:37Z,56.97,18.5,5,NA
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28T22:45:45Z,household_utilities,online_medium,cat,reseller,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,14079,ribeirao preto / sao paulo,SP,f50852b20857fd7ff56126315745e45a,1,ce250e78def55ee3c4c8b8f708fcd867,2018-05-04T17:50:20Z,12,12.79,1,The product and an opener that simply does not open! Gasp! I put on the wall and then we were trying to open a bottle and bottle cap simply not fit in the product will !!! Absurd!
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28T22:45:45Z,household_utilities,online_medium,cat,reseller,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,14079,ribeirao preto / sao paulo,SP,e1dd3bcc1f22b4213a185eec19606daf,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-07-26T14:10:11Z,38,12.93,1,Still await delivery of the product
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28T22:45:45Z,household_utilities,online_medium,cat,reseller,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,14079,ribeirao preto / sao paulo,SP,f7f0c94ab5756ff0b74073d9d0187f37,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-07-05T18:50:20Z,35,18.35,5,NA
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28T22:45:45Z,household_utilities,online_medium,cat,reseller,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,14079,ribeirao preto / sao paulo,SP,c9df12344ba358f97f2ee696709f2415,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-08-09T22:50:21Z,38,18.37,5,NA
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28T22:45:45Z,household_utilities,online_medium,cat,reseller,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,14079,ribeirao preto / sao paulo,SP,1d27a36f2b45a61e1fe2523a056c3561,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-07-24T14:02:23Z,38,18.37,5,NA
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28T22:45:45Z,household_utilities,online_medium,cat,reseller,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,14079,ribeirao preto / sao paulo,SP,434ecca6e51ec65c7ed71199313ac9e1,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-08-28T03:15:09Z,38,12.93,5,Very good
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28T22:45:45Z,household_utilities,online_medium,cat,reseller,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,14079,ribeirao preto / sao paulo,SP,26ef358c39e6d1537243a3ede175c8c0,5,51b24bbd390b66c9f67579153fe7ec5f,2018-05-15T11:30:43Z,17,12.79,5,NA
